Time;Day_of_week;Sex_of_driver;Educational_level;Vehicle_driver_relation;Driving_experience;Type_of_vehicle;Owner_of_vehicle;Service_year_of_vehicle;Defect_of_vehicle;Area_accident_occured;Lanes_or_Medians;Road_allignment;Types_of_Junction;Road_surface_type;Road_surface_conditions;Light_conditions;Weather_conditions;Type_of_collision;Number_of_vehicles_involved;Number_of_casualties;Vehicle_movement;Age_band_of_casualty;Pedestrian_movement;Cause_of_accident;Accident_severity
17:45:00;Friday;Male;Junior high school;Employee;Above 10yr;Public (12 seats);Owner;unknown;unknown; Industrial areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Rollover;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
08:28:00;Sunday;Male;unknown;unknown;unknown;unknown;unknown;unknown;unknown;Residential areas;other;unknown;Y Shape;Asphalt roads with some distress;Wet or damp;Daylight;Normal;Collision with animals;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
08:28:00;Sunday;Male;Junior high school;Employee;2-5yr;Taxi;Owner;Above 10yr;No defect;Residential areas;other;Tangent road with rolling terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Normal;Rollover;2;1;Going straight;18-30;Not a Pedestrian;Overtaking;Slight Injury
13:10:00;Monday;Male;Junior high school;Employee;5-10yr;unknown;Owner;2-5yrs;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Normal;Collision with animals;2;1;Going straight;na;Not a Pedestrian;Overloading;Slight Injury
13:10:00;Monday;Male;Above high school;Employee;2-5yr;Automobile;Owner;2-5yrs;No defect;  Market areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Normal;Collision with animals;2;1;Going straight;31-50;Not a Pedestrian;Other;Slight Injury
13:55:00;Sunday;Male;unknown;unknown;unknown;unknown;unknown;unknown;unknown;Unknown;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;4;Going straight;na;Not a Pedestrian;No priority to vehicle;Slight Injury
13:55:00;Sunday;Male;unknown;Employee;1-2yr;Lorry (41?100Q);Owner;unknown;No defect; Industrial areas;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Fall from vehicles;2;4;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
13:55:00;Sunday;Male;Junior high school;Employee;2-5yr;Automobile;Owner;unknown;No defect;Residential areas;Two-way (divided with solid lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside-parked vehicles;2;4;Going straight;31-50;In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing);Moving Backward;Slight Injury
13:55:00;Sunday;Male;Junior high school;Employee;Above 10yr;Automobile;Governmental;Below 1yr;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside-parked vehicles;2;4;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
17:25:00;Saturday;Male;Junior high school;Employee;Below 1yr;Lorry (41?100Q);Owner;5-10yrs;No defect;Other;Undivided Two way;Tangent road with flat terrain;Unknown;Asphalt roads;Dry;Daylight;Normal;Rollover;1;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
16:40:00;Sunday;Male;Junior high school;Employee;2-5yr;Automobile;Governmental;unknown;No defect;Residential areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with animals;1;1;Reversing;na;Not a Pedestrian;No distancing;Slight Injury
08:50:00;Tuesday;Male;Junior high school;Employee;Below 1yr;Automobile;Owner;1-2yr;No defect;Rural village areas;Undivided Two way;Gentle horizontal curve;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with animals;1;1;Going straight;na;Not a Pedestrian;No priority to vehicle;Slight Injury
18:37:00;Wednesday;Male;High school;Employee;5-10yr;Automobile;Owner;2-5yrs;No defect;Rural village areas;Undivided Two way;Gentle horizontal curve;Y Shape;Asphalt roads;Dry;Daylight;Normal;Fall from vehicles;2;2;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
18:37:00;Wednesday;Male;Above high school;Employee;1-2yr;Taxi;Owner;unknown;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside-parked vehicles;2;2;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
18:37:00;Wednesday;Male;Junior high school;Employee;Below 1yr;unknown;Owner;2-5yrs;No defect;Residential areas;Undivided Two way;Gentle horizontal curve;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with animals;2;2;Unknown;31-50;Not a Pedestrian;Moving Backward;Slight Injury
07:50:00;Friday;Male;unknown;unknown;unknown;unknown;Owner;unknown;unknown;Residential areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with animals;2;1;Going straight;31-50;Not a Pedestrian;Changing lane to the right;Serious Injury
07:50:00;Friday;Male;High school;Employee;Below 1yr;Automobile;Owner;unknown;7; Outside rural areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Serious Injury
17:40:00;Thursday;Male;High school;Employee;Below 1yr;Pick up upto 10Q;Owner;Above 10yr;unknown;Residential areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;31-50;Not a Pedestrian;Moving Backward;Serious Injury
16:00:00;Tuesday;Male;unknown;unknown;unknown;unknown;Owner;5-10yrs;5; Church areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Getting off the vehicle improperly;Slight Injury
16:00:00;Tuesday;Male;High school;Employee;2-5yr;Automobile;Owner;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Normal;Collision with pedestrians;2;1;Going straight;na;Not a Pedestrian;Overtaking;Slight Injury
00:11:00;Sunday;Female;Junior high school;Employee;Above 10yr;Public (12 seats);Owner;Unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with mountainous terrain and;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;Under 18;Not a Pedestrian;Overloading;Slight Injury
00:11:00;Sunday;Male;Junior high school;Employee;Above 10yr;Public (13?45 seats);Governmental;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Escarpments;Crossing;Gravel roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;2;1;Unknown;Under 18;Not a Pedestrian;Changing lane to the right;Slight Injury
17:10:00;Thursday;Male;Junior high school;Employee;5-10yr;Lorry (11?40Q);Owner;2-5yrs;unknown;Other;Undivided Two way;Tangent road with mountainous terrain and;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;Improper parking;Fatal injury
17:10:00;Thursday;Male;Junior high school;Employee;1-2yr;Stationwagen;Owner;2-5yrs;unknown;Other;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;Over 51;Not a Pedestrian;Other;Fatal injury
15:00:00;Wednesday;Male;Unknown;Employee;Below 1yr;Ridden horse;Owner;Unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Turnover;Under 18;Not a Pedestrian;Changing lane to the left;Serious Injury
15:00:00;Wednesday;Male;Junior high school;Employee;Below 1yr;Stationwagen;Owner;unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Rollover;2;1;Turnover;na;Not a Pedestrian;Changing lane to the right;Serious Injury
08:20:00;Friday;Male;High school;Employee;2-5yr;Automobile;Owner;Below 1yr;unknown;Other;Undivided Two way;Tangent road with mild grade and flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Reversing;18-30;Not a Pedestrian;No priority to pedestrian;Slight Injury
08:20:00;Friday;Male;Junior high school;Owner;1-2yr;Automobile;Owner;5-10yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Reversing;na;Not a Pedestrian;Overspeed;Slight Injury
15:30:00;Thursday;Unknown;Junior high school;Employee;5-10yr;Other;Governmental;5-10yrs;No defect;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Reversing;na;Not a Pedestrian;Changing lane to the left;Slight Injury
15:30:00;Thursday;Male;Elementary school;Employee;2-5yr;Taxi;Owner;2-5yrs;No defect;Other;Double carriageway (median);Tangent road with mild grade and flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;1;Moving Backward;Under 18;Unknown or other;No priority to vehicle;Slight Injury
07:35:00;Thursday;Female;Elementary school;Owner;5-10yr;Automobile;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Serious Injury
07:35:00;Thursday;Male;Junior high school;Employee;Above 10yr;Stationwagen;Owner;2-5yrs;unknown; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;18-30;Not a Pedestrian;No distancing;Serious Injury
17:37:00;Monday;Unknown;Junior high school;Employee;5-10yr;Automobile;Owner;5-10yrs;unknown;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;2;Going straight;Over 51;Unknown or other;No priority to pedestrian;Slight Injury
17:37:00;Monday;Male;High school;Employee;5-10yr;Public (12 seats);Organization;2-5yrs;unknown; Industrial areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Normal;Rollover;2;2;Going straight;Under 18;Unknown or other;No distancing;Slight Injury
17:38:00;Thursday;Male;Junior high school;Employee;5-10yr;unknown;Owner;unknown;No defect;Residential areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;4;Going straight;na;Not a Pedestrian;No priority to vehicle;Slight Injury
17:38:00;Thursday;Male;Junior high school;Employee;Above 10yr;Automobile;Governmental;Above 10yr;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;4;Going straight;na;Not a Pedestrian;Other;Slight Injury
17:38:00;Thursday;Male;Junior high school;unknown;1-2yr;Lorry (41?100Q);Owner;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Gravel roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;4;Going straight;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
17:38:00;Thursday;Male;Junior high school;Employee;2-5yr;unknown;Owner;unknown;No defect; Industrial areas;Unknown;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;4;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
17:14:00;Friday;Male;Junior high school;Employee;1-2yr;Public (> 45 seats);Owner;1-2yr;No defect; Industrial areas;Double carriageway (median);Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;3;Going straight;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
17:14:00;Friday;Male;unknown;unknown;unknown;unknown;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;3;3;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
17:14:00;Friday;Male;Elementary school;Employee;5-10yr;Public (12 seats);Organization;Above 10yr;unknown; Hospital areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;3;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
11:10:00;Sunday;Male;Junior high school;Employee;5-10yr;Public (12 seats);Owner;Unknown;unknown;Office areas;One way;Tangent road with flat terrain;Crossing;Earth roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
11:10:00;Sunday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;2-5yrs;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;31-50;Not a Pedestrian;Changing lane to the right;Slight Injury
22:20:00;Sunday;Female;Junior high school;Employee;2-5yr;unknown;Organization;5-10yrs;No defect; Hospital areas;Undivided Two way;Tangent road with mountainous terrain and;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;3;4;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
22:20:00;Sunday;Male;Junior high school;Owner;Above 10yr;Automobile;Owner;Above 10yr;No defect;Office areas;other;Tangent road with flat terrain;No junction;unknown;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;4;Going straight;na;Not a Pedestrian;Driving at high speed;Slight Injury
22:20:00;Sunday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;2-5yrs;No defect;Other;Two-way (divided with broken lines road marking);Escarpments;No junction;Gravel roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;4;Going straight;Over 51;Not a Pedestrian;No distancing;Slight Injury
22:20:00;Sunday;Male;Elementary school;Other;5-10yr;Public (12 seats);Owner;1-2yr;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;4;Going straight;Under 18;Not a Pedestrian;Changing lane to the right;Slight Injury
22:20:00;Sunday;Male;Elementary school;Employee;5-10yr;Lorry (11?40Q);Owner;2-5yrs;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with mountainous terrain and;No junction;unknown;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;4;Going straight;Under 18;Not a Pedestrian;Changing lane to the left;Slight Injury
03:07:00;Sunday;Male;Junior high school;unknown;5-10yr;Automobile;Owner;unknown;No defect;Other;Double carriageway (median);Steep grade downward with mountainous terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;1;1;Going straight;Under 18;Not a Pedestrian;Getting off the vehicle improperly;Serious Injury
23:10:00;Monday;Male;Junior high school;Employee;5-10yr;Automobile;Owner;1-2yr;No defect;Office areas;Undivided Two way;Tangent road with mild grade and flat terrain;Y Shape;Earth roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;na;Not a Pedestrian;Other;Slight Injury
23:10:00;Monday;Male;Elementary school;Employee;Above 10yr;Automobile;Owner;unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;na;Not a Pedestrian;Other;Slight Injury
12:34:00;Monday;Unknown;Junior high school;unknown;Below 1yr;Bajaj;Owner;Unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;2;Turnover;Under 18;Not a Pedestrian;No distancing;Slight Injury
12:34:00;Monday;Male;Junior high school;Employee;5-10yr;Public (12 seats);Owner;2-5yrs;unknown;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;2;Reversing;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
11:50:00;Wednesday;Male;Elementary school;Employee;1-2yr;Lorry (11?40Q);Owner;5-10yrs;unknown;Office areas;Undivided Two way;Tangent road with mountainous terrain and;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;2;Moving Backward;31-50;Not a Pedestrian;Overtaking;Slight Injury
11:50:00;Wednesday;Male;unknown;unknown;unknown;unknown;unknown;unknown;unknown;Office areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;2;Going straight;18-30;Crossing from driver's nearside;No priority to pedestrian;Slight Injury
